id;a-10a;A-10C;A-10C II;A-10C II_easy;A-10C_easy;A-4E-C;AJS37;AV8BNA;Bf-109K-4;Bf-109K-4_easy;C-101CC;C-101EB;Christen Eagle II;Default;F-14;F-14_RIO;F-15C;F-16C_50;F-16C_50_easy;F-5E-3;F-5E-3_easy;F-86F;F-86F_easy;FA-18C_hornet;FA-18C_hornet_easy;FW-190A8;FW-190A8_easy;FW-190D9;FW-190D9_easy;ground_unit;I-16;J-11A;JF-17;ka-50;ka-50_easy;L-39C;L-39ZA;M-2000C;mi-8mt;mi-8mt_easy;mi-8mt_Gunner;mi-8mt_TrackIR_Gunner;MiG-15bis;MiG-15bis_easy;MiG-19P;MiG-19P_easy;MiG-21Bis;mig-29;mig-29c;mig-29g;NS430;P-47D-30;P-47D-30_easy;P-51D-30-NA;P-51D-30-NA_easy;SA342;SpitfireLFMkIX;SpitfireLFMkIXCW;SpitfireLFMkIX_easy;su-25;su-25T;su-27;su-33;TF-51D;TF-51D_easy;UH-1H;UH-1H_easy;UH-1H_Gunner;UH-1H_TrackIR_Gunner;UiLayer;Yak-52;Yak-52_easy
d3018pnilu3018cd20vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb Emergency Release;Bomb Emergency Release;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd20vd0.1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector dive MV;Bomb fusing selector dive MV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector dive OV;Bomb fusing selector dive OV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3017pnilunilcd20vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector Left;Bomb fusing selector Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd20vd0.3vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector level MV;Bomb fusing selector level MV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd20vd0.4vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector level OV;Bomb fusing selector level OV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3016pnilunilcd20vd0.2vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector OFF;Bomb fusing selector OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3017pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector Right;Bomb fusing selector Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3014pnilu3014cd20vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb Release (B2);Bomb Release (B2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3062pnilu3062cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Artificial Horizon Off;CB Artificial Horizon Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3050pnilu3050cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Battery Off;CB Battery Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3044pnilu3044cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Cabin Illumination Off;CB Cabin Illumination Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3069pnilu3069cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Cowling Guns Off;CB Cowling Guns Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3040pnilu3040cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Drop Ordnance & Optional Armament Off;CB Drop Ordnance & Optional Armament Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3051pnilu3051cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB External Power Off;CB External Power Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3052pnilu3052cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Fore Tank Fuel Pump Off;CB Fore Tank Fuel Pump Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3056pnilu3056cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB FuG 16 ZY Radio Off;CB FuG 16 ZY Radio Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3105pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;CB FuG 25a IFF Self-Destruct (toggle);CB FuG 25a IFF Self-Destruct (toggle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3066pnilu3066cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB FuG 25a IFF Self-Destruct Off;CB FuG 25a IFF Self-Destruct Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3041pnilu3041cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Gun Sight and Gun Camera Off;CB Gun Sight and Gun Camera Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3068pnilu3068cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Inner Wing Guns Off;CB Inner Wing Guns Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3058pnilu3058cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Landing Flaps Off;CB Landing Flaps Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3023pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;CB Landing Flaps On;CB Landing Flaps On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3102pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;CB Motor-Generator (toggle);CB Motor-Generator (toggle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3063pnilu3063cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Motor-Generator Off;CB Motor-Generator Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3067pnilu3067cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Outer Wing Guns Off;CB Outer Wing Guns Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3059pnilu3059cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Prop. Pitch Drive Off;CB Prop. Pitch Drive Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3103pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;CB Repeater Compass (toggle);CB Repeater Compass (toggle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3064pnilu3064cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Repeater Compass Off;CB Repeater Compass Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3061pnilu3061cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;CB Stabilizer Trim Off;CB Stabilizer Trim Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3104pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;CB Undercarriage Controls (toggle);CB Undercarriage Controls (toggle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3075pnilu3075cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;Electric Kill-switch;Electric Kill-switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3015pnilu3015cd20vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;Gun Camera (T);Gun Camera (T);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3004pnilunilcd21vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Gun Sight Smoked Screen DOWN;Gun Sight Smoked Screen DOWN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3004pnilunilcd21vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Gun Sight Smoked Screen UP;Gun Sight Smoked Screen UP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3023pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Main Rocket Switch - toggle ON / OFF;Main Rocket Switch - toggle ON / OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3022pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Main Rocket Switch OFF;Main Rocket Switch OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3022pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Main Rocket Switch ON;Main Rocket Switch ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3021pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Wing Guns Arm ON/OFF;Outer Wing Guns Arm ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd8vdnilvp-0.4vunil;;;;;;;;;;;;;;;;;;;;;;;;;;Radiator Flaps Close;Radiator Flaps Close;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd8vdnilvp0.4vunil;;;;;;;;;;;;;;;;;;;;;;;;;;Radiator Flaps Open;Radiator Flaps Open;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3025pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Rocket Emergency Release - toggle ON / OFF;Rocket Emergency Release - toggle ON / OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3024pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Rocket Emergency Release OFF;Rocket Emergency Release OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3024pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;Rocket Emergency Release ON;Rocket Emergency Release ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3017pnilu3017cd2vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;Starter Brushes Retract;Starter Brushes Retract;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd20vdnilvp-0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 1 Decrease;Ammo counter 1 Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd20vdnilvp0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 1 Increase;Ammo counter 1 Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3015unilcd20vdnilvp-0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 2 Decrease;Ammo counter 2 Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3015unilcd20vdnilvp0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 2 Increase;Ammo counter 2 Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3016unilcd20vdnilvp-0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 3 Decrease;Ammo counter 3 Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3016unilcd20vdnilvp0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 3 Increase;Ammo counter 3 Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3017unilcd20vdnilvp-0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 4 Decrease;Ammo counter 4 Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3017unilcd20vdnilvp0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ammo counter 4 Increase;Ammo counter 4 Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilu3012cd20vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb Emergency Release;Bomb Emergency Release;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd20vd0.1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector dive MV;Bomb fusing selector dive MV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector dive OV;Bomb fusing selector dive OV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3018pnilunilcd20vd-1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector Left;Bomb fusing selector Left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd20vd0.3vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector level MV;Bomb fusing selector level MV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd20vd0.4vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector level OV;Bomb fusing selector level OV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd20vd0.2vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bomb fusing selector OFF;Bomb fusing selector OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3021pnilu3021cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;CB FuG25a Off;CB FuG25a Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3019pnilu3019cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;CB Landing Gear Power Off;CB Landing Gear Power Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3020pnilu3020cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;CB Pitot and Heating Cover Off;CB Pitot and Heating Cover Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3031pnilu3031cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Electric Emergency Disconnect;Electric Emergency Disconnect;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3018unilcd21vdnilvp-0.2vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Altitude Aiming Correction Adjusting Knob I - CCW/Decrease;EZ42 Gunsight Altitude Aiming Correction Adjusting Knob I - CCW/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3018unilcd21vdnilvp0.2vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Altitude Aiming Correction Adjusting Knob I - CW/Increase;EZ42 Gunsight Altitude Aiming Correction Adjusting Knob I - CW/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3006unilcd21vdnilvp-1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Brightness Control - CCW/Increase;EZ42 Gunsight Brightness Control - CCW/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3006unilcd21vdnilvp1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Brightness Control - CW/Decrease;EZ42 Gunsight Brightness Control - CW/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3014pnilunilcd21vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Gyro Power Switch;EZ42 Gunsight Gyro Power Switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3015pnilunilcd21vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Night Lens Filter;EZ42 Gunsight Night Lens Filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd21vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Night Lens Filter - Off;EZ42 Gunsight Night Lens Filter - Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3011pnilunilcd21vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Night Lens Filter - On;EZ42 Gunsight Night Lens Filter - On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3016unilcd21vdnilvp-0.14vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Target Distance Control (Throttle Twist Grip) - CCW/Decrease;EZ42 Gunsight Target Distance Control (Throttle Twist Grip) - CCW/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3016unilcd21vdnilvp0.14vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Target Distance Control (Throttle Twist Grip) - CW/Increase;EZ42 Gunsight Target Distance Control (Throttle Twist Grip) - CW/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3010unilcd21vdnilvp-0.5vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Target Wingspan Knob - CCW/Decrease;EZ42 Gunsight Target Wingspan Knob - CCW/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3010unilcd21vdnilvp0.5vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;EZ42 Gunsight Target Wingspan Knob - CW/Increase;EZ42 Gunsight Target Wingspan Knob - CW/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Main Rocket Switch OFF;Main Rocket Switch OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3013pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Master Arm ON/OFF;Master Arm ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3019pnilu3019cd20vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;MG131 fire;MG131 fire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd8vdnilvp-0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Radiator Flaps Close;Radiator Flaps Close;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3014unilcd8vdnilvp0.1vunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Radiator Flaps Open;Radiator Flaps Open;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3010pnilunilcd20vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rocket Emergency Release OFF;Rocket Emergency Release OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3010pnilunilcd20vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rocket Emergency Release ON;Rocket Emergency Release ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3002pnilu3002cd1vd1vpnilvu0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Altimeter pressure set Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Main generator RESET;;;;;;
dnilp502unilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Axis Decrease;ABRIS Axis Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp501unilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Axis Increase;ABRIS Axis Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d503pnilu812cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Axis Push;ABRIS Axis Push;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d496pnilu805cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Button 1;ABRIS Button 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d497pnilu806cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Button 2;ABRIS Button 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d498pnilu807cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Button 3;ABRIS Button 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d499pnilu808cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Button 4;ABRIS Button 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d500pnilu809cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Button 5;ABRIS Button 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d495pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABRIS Power;ABRIS Power;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d581pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ADF Channel next;;;;;;;;;;;ADF NEAR Frequency Range Selector Up;;;;;;;;;;;;;;;;;;;;;;;;;;;
d582pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ADF Channel prevous;;;;;;;;;;;ADF NEAR Frequency Range Selector Down;;;;;;;;;;;;;;;;;;;;;;;;;;;
d538pnilu297cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Autopilot Emergency Off;;;;;Turn Off Autopilot Button;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d378pnilu799cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Button Targeting mode reset;Button Targeting mode reset;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d897pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CMD UV-26 power switch;;;;;UV-26 Power Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d600pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cut-off valve left engine;;;;;Cut-off valve left engine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d601pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cut-off valve right engine;;;;;Cut-off valve right engine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d741pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EEG Electronic Engine Governor left engine;;;;;Left Engine EEC Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d743pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EEG Electronic Engine Governor right engine;;;;;Right Engine EEC Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d507pnilu508cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Engage Descent Mode;Engage Descent Mode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d506pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Engage/Disengage Route Mode;Engage/Disengage Route Mode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d537pnilu385cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hover On/Off;Hover On/Off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d597pnilu803cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Interrupt start-up sequence;;;;;Interrupt Start-up Sequence Button;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d814pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lighting auxiliary panel switch;Cockpit illumination control panel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d494pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lighting cockpit panel switch;Cockpit gauges illumination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d813pnilunilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lighting HSI and ADI switch;Cockpit illumination ADI & AHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
